Time_Detected,Time_Reset,Turbine_Identifier,Remark,Unit_Title_Destination
2017-01-01 19:27:21+00:00,,T06,External power ref.:2000kW,
2017-01-01 19:57:21+00:00,,T06,External power ref.:2000kW,
2017-01-01 20:27:20+00:00,,T06,External power ref.:2000kW,
2017-01-01 20:57:20+00:00,,T06,External power ref.:2000kW,
2017-01-01 21:27:20+00:00,,T06,External power ref.:2000kW,
2017-01-01 21:57:20+00:00,,T06,External power ref.:2000kW,
2017-01-01 22:27:20+00:00,,T06,External power ref.:2000kW,
2017-01-01 22:57:19+00:00,,T06,External power ref.:2000kW,
2017-01-01 23:27:20+00:00,,T06,External power ref.:2000kW,
2017-01-01 23:57:19+00:00,,T06,External power ref.:2000kW,
2017-01-02 00:27:19+00:00,,T06,External power ref.:2000kW,
2017-01-02 00:57:19+00:00,,T06,External power ref.:2000kW,
2017-01-02 01:27:18+00:00,,T06,External power ref.:2000kW,
2017-01-02 01:57:18+00:00,,T06,External power ref.:2000kW,
2017-01-02 02:27:18+00:00,,T06,External power ref.:2000kW,
2017-01-02 02:57:17+00:00,,T06,External power ref.:2000kW,
2017-01-02 03:27:17+00:00,,T06,External power ref.:2000kW,
2017-01-02 03:57:17+00:00,,T06,External power ref.:2000kW,
2017-01-02 04:27:16+00:00,,T06,External power ref.:2000kW,
2017-01-02 04:57:16+00:00,,T06,External power ref.:2000kW,
2017-01-02 05:27:16+00:00,,T06,External power ref.:2000kW,
2017-01-02 05:57:16+00:00,,T06,External power ref.:2000kW,
2017-01-02 06:20:01+00:00,,T06,"Gen. int. vent. 2, temp: 70Â°C",
2017-01-02 06:27:15+00:00,,T06,External power ref.:2000kW,
2017-01-02 06:57:15+00:00,,T06,External power ref.:2000kW,
2017-01-02 07:27:15+00:00,,T06,External power ref.:2000kW,
2017-01-02 07:57:14+00:00,,T06,External power ref.:2000kW,
2017-01-02 08:27:15+00:00,,T06,External power ref.:2000kW,
2017-01-02 08:57:15+00:00,,T06,External power ref.:2000kW,
2017-01-02 09:09:14+00:00,,T06,"GearoilCooler 2, gear:  57Â°C",
2017-01-02 09:27:14+00:00,,T06,External power ref.:2000kW,
2017-01-02 09:57:14+00:00,,T06,External power ref.:2000kW,
2017-01-02 10:26:54+00:00,,T06,"Nac.vent.2, nac/gear: 27/ 60Â°C",
2017-01-02 10:27:14+00:00,,T06,External power ref.:2000kW,
2017-01-02 10:57:14+00:00,,T06,External power ref.:2000kW,
2017-01-02 11:27:13+00:00,,T06,External power ref.:2000kW,
2017-01-02 11:38:02+00:00,,T06,"HV Trafo. vent. 1, temp:  2Â°C",
2017-01-02 11:42:55+00:00,,T06,"Nac.vent.1, nac/gear: 27/ 51Â°C",
2017-01-02 11:57:13+00:00,,T06,External power ref.:2000kW,
2017-01-02 12:06:44+00:00,,T06,"Nac.vent.2, nac/gear: 30/ 58Â°C",
2017-01-02 12:27:13+00:00,,T06,External power ref.:2000kW,
2017-01-02 12:57:13+00:00,,T06,External power ref.:2000kW,
2017-01-02 13:27:12+00:00,,T06,External power ref.:2000kW,
2017-01-02 13:57:12+00:00,,T06,External power ref.:2000kW,
2017-01-02 14:27:12+00:00,,T06,External power ref.:2000kW,
2017-01-02 14:57:12+00:00,,T06,External power ref.:2000kW,
2017-01-02 15:27:11+00:00,,T06,External power ref.:2000kW,
2017-01-02 15:57:11+00:00,,T06,External power ref.:2000kW,
2017-01-02 16:08:03+00:00,,T06,"HV Trafo. vent. 0, temp:  2Â°C",
2017-01-02 16:27:11+00:00,,T06,External power ref.:2000kW,
2017-01-02 16:57:11+00:00,,T06,External power ref.:2000kW,
2017-01-02 17:12:06+00:00,,T06,"HV Trafo. vent. 1, temp:  2Â°C",
2017-01-02 17:27:10+00:00,,T06,External power ref.:2000kW,
2017-01-02 17:56:13+00:00,,T06,"HV Trafo. vent. 0, temp:  2Â°C",
2017-01-02 17:57:10+00:00,,T06,External power ref.:2000kW,
2017-01-02 17:59:28+00:00,,T06,"GearoilCooler 1, gear:  49Â°C",
2017-01-02 18:27:10+00:00,,T06,External power ref.:2000kW,
2017-01-02 18:57:09+00:00,,T06,External power ref.:2000kW,
2017-01-02 19:07:10+00:00,,T06,"GearoilCooler 2, gear:  57Â°C",
2017-01-02 19:27:09+00:00,,T06,External power ref.:2000kW,
2017-01-02 19:38:11+00:00,,T06,"HV Trafo. vent. 1, temp:  2Â°C",
2017-01-02 19:57:09+00:00,,T06,External power ref.:2000kW,
2017-01-02 20:27:09+00:00,,T06,External power ref.:2000kW,
2017-01-02 20:52:27+00:00,,T06,"HV Trafo. vent. 0, temp:  2Â°C",
2017-01-02 20:56:22+00:00,,T06,"GearoilCooler 1, gear:  49Â°C",
2017-01-02 20:57:08+00:00,,T06,External power ref.:2000kW,
2017-01-02 21:27:08+00:00,,T06,External power ref.:2000kW,
2017-01-02 21:57:08+00:00,,T06,External power ref.:2000kW,
2017-01-02 22:27:08+00:00,,T06,External power ref.:2000kW,
2017-01-02 22:57:07+00:00,,T06,External power ref.:2000kW,
2017-01-02 23:14:44+00:00,,T06,"Nac.vent.1, nac/gear: 24/ 51Â°C",
2017-01-02 23:17:39+00:00,,T06,Generator 1 in,
2017-01-02 23:27:07+00:00,,T06,External power ref.:2000kW,
2017-01-02 23:37:10+00:00,,T06,"Gen. int. vent. 1, temp: 54Â°C",
2017-01-02 23:40:49+00:00,,T06,Generator 1 in,
2017-01-02 23:40:56+00:00,,T06,External power ref.:2000kW,
2017-01-03 00:10:56+00:00,,T06,External power ref.:2000kW,
2017-01-03 00:40:56+00:00,,T06,External power ref.:2000kW,
2017-01-03 01:10:56+00:00,,T06,External power ref.:2000kW,
2017-01-03 01:40:55+00:00,,T06,External power ref.:2000kW,
2017-01-03 02:10:56+00:00,,T06,External power ref.:2000kW,
2017-01-03 02:29:15+00:00,,T06,"Gen. ext. vent. 1, temp: 49Â°C",
2017-01-03 02:30:13+00:00,,T06,Generator 1 in,
2017-01-03 02:30:25+00:00,,T06,External power ref.:2000kW,
2017-01-03 03:00:24+00:00,,T06,External power ref.:2000kW,
2017-01-03 03:13:19+00:00,,T06,Accumulator test done -> OK,
2017-01-03 03:15:07+00:00,,T06,Generator 1 in,
2017-01-03 03:30:24+00:00,,T06,External power ref.:2000kW,
2017-01-03 04:00:24+00:00,,T06,External power ref.:2000kW,
2017-01-03 04:30:24+00:00,,T06,External power ref.:2000kW,
2017-01-03 05:00:24+00:00,,T06,External power ref.:2000kW,
2017-01-03 05:08:14+00:00,,T06,Generator 1 in,
2017-01-03 05:08:27+00:00,,T06,External power ref.:2000kW,
2017-01-03 05:38:26+00:00,,T06,External power ref.:2000kW,
2017-01-03 06:08:26+00:00,,T06,External power ref.:2000kW,
2017-01-03 06:38:26+00:00,,T06,External power ref.:2000kW,
2017-01-03 07:08:26+00:00,,T06,External power ref.:2000kW,
2017-01-03 07:38:25+00:00,,T06,External power ref.:2000kW,
2017-01-03 08:08:25+00:00,,T06,External power ref.:2000kW,
2017-01-03 08:38:25+00:00,,T06,External power ref.:2000kW,
2017-01-03 09:08:25+00:00,,T06,External power ref.:2000kW,
2017-01-03 09:33:24+00:00,,T06,User    0 primary access,
2017-01-03 09:33:24+00:00,,T06,Key switch: Local control,
2017-01-03 09:33:24+00:00,,T06,Key switch: Local/Remote,
2017-01-03 09:33:26+00:00,2017-01-03 09:47:43+00:00,T06,Pause pressed on keyboard,
2017-01-03 09:33:27+00:00,,T06,Pause  114.3kW  1248RPM,
2017-01-03 09:33:27+00:00,,T06,Extra info. Err:900 P: 114.3kW,
2017-01-03 09:38:24+00:00,,T06,External power ref.:2000kW,
2017-01-03 09:47:18+00:00,,T06,Key switch: Local/Remote,
2017-01-03 09:47:43+00:00,,T06,Run,
2017-01-03 09:48:00+00:00,,T06,Key switch: Remote control,
2017-01-03 09:48:58+00:00,,T06,Generator 1 in,
2017-01-03 10:08:24+00:00,,T06,External power ref.:2000kW,
2017-01-03 10:38:24+00:00,,T06,External power ref.:2000kW,
2017-01-03 11:03:50+00:00,,T06,Generator 1 in,
2017-01-03 11:08:23+00:00,,T06,External power ref.:2000kW,
2017-01-03 11:14:42+00:00,,T06,Generator 1 in,
2017-01-03 13:03:07+00:00,,T06,"Gen. int. vent. 0, temp: 34Â°C",
2017-01-03 13:03:07+00:00,,T06,"Gen. ext. vent. 0, temp: 34Â°C",
2017-01-03 16:44:57+00:00,,T06,"Nac.vent.0, nac/gear: 26/ 37Â°C",
2017-01-03 18:26:19+00:00,,T06,"Nac.vent.1, nac/gear: 29/ 36Â°C",
2017-01-04 01:53:33+00:00,,T06,"Gen SlipR. Heat:  1, t:  17Â°C",
2017-01-04 01:53:33+00:00,,T06,Heating slipring time  614 Sec,
2017-01-04 03:03:48+00:00,,T06,"Gen SlipR. Heat:  1, t:  17Â°C",
2017-01-04 03:03:48+00:00,,T06,Heating slipring time  614 Sec,
2017-01-04 04:14:03+00:00,,T06,"Gen SlipR. Heat:  1, t:  17Â°C",
2017-01-04 04:14:03+00:00,,T06,Heating slipring time  614 Sec,
2017-01-04 05:24:19+00:00,,T06,Heating slipring time  614 Sec,
2017-01-04 05:24:19+00:00,,T06,"Gen SlipR. Heat:  1, t:  16Â°C",
2017-01-04 07:36:32+00:00,,T06,"Gen SlipR. Heat:  1, t:  16Â°C",
2017-01-04 07:36:32+00:00,,T06,Heating slipring time  599 Sec,
2017-01-04 08:37:30+00:00,,T06,Heating slipring time  599 Sec,
2017-01-04 08:37:30+00:00,,T06,"Gen SlipR. Heat:  1, t:  16Â°C",
2017-01-04 09:47:31+00:00,,T06,"Gen SlipR. Heat:  1, t:  16Â°C",
2017-01-04 09:47:31+00:00,,T06,Heating slipring time  584 Sec,
2017-01-04 09:57:58+00:00,,T06,"Nac.vent.0, nac/gear: 20/ 28Â°C",
2017-01-04 10:57:15+00:00,,T06,"Gen SlipR. Heat:  1, t:  18Â°C",
2017-01-04 10:57:15+00:00,,T06,Heating slipring time  644 Sec,
2017-01-04 12:06:11+00:00,,T06,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-04 13:00:51+00:00,,T06,Yawcontr. from:30011 to:30010,
2017-01-04 13:47:54+00:00,,T06,Generator 1 in,
2017-01-04 13:48:09+00:00,,T06,External power ref.:2000kW,
2017-01-04 13:48:59+00:00,,T06,"Nac.vent.1, nac/gear: 27/ 30Â°C",
2017-01-04 14:13:13+00:00,,T06,Generator 1 in,
2017-01-04 14:13:29+00:00,,T06,External power ref.:2000kW,
2017-01-04 14:33:50+00:00,,T06,Generator 1 in,
2017-01-04 14:34:12+00:00,,T06,External power ref.:2000kW,
2017-01-04 14:43:38+00:00,,T06,Generator 1 in,
2017-01-04 14:54:54+00:00,,T06,Generator 1 in,
2017-01-04 14:55:01+00:00,,T06,External power ref.:2000kW,
2017-01-04 15:14:09+00:00,,T06,Generator 1 in,
2017-01-04 15:22:44+00:00,,T06,Accumulator test done -> OK,
2017-01-04 15:25:01+00:00,,T06,External power ref.:2000kW,
2017-01-04 15:30:22+00:00,,T06,Generator 1 in,
2017-01-04 15:30:41+00:00,,T06,External power ref.:2000kW,
2017-01-04 15:40:55+00:00,,T06,Generator 1 in,
2017-01-04 15:41:08+00:00,,T06,External power ref.:2000kW,
2017-01-04 15:47:31+00:00,,T06,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-04 15:54:35+00:00,,T06,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-04 16:26:01+00:00,,T06,Generator 1 in,
2017-01-04 16:26:13+00:00,,T06,External power ref.:2000kW,
2017-01-04 16:43:05+00:00,,T06,Generator 1 in,
2017-01-04 16:43:24+00:00,,T06,External power ref.:2000kW,
2017-01-04 17:11:27+00:00,,T06,"Gen. int. vent. 1, temp: 50Â°C",
2017-01-04 17:11:27+00:00,,T06,"Gen. ext. vent. 1, temp: 50Â°C",
2017-01-04 17:13:24+00:00,,T06,External power ref.:2000kW,
2017-01-04 17:43:23+00:00,,T06,External power ref.:2000kW,
2017-01-04 18:13:23+00:00,,T06,External power ref.:2000kW,
2017-01-04 18:43:23+00:00,,T06,External power ref.:2000kW,
2017-01-04 19:50:09+00:00,,T06,Generator 1 in,
2017-01-04 19:50:21+00:00,,T06,External power ref.:2000kW,
2017-01-04 20:22:23+00:00,,T06,Generator 1 in,
2017-01-04 20:22:31+00:00,,T06,External power ref.:2000kW,
2017-01-04 20:52:31+00:00,,T06,External power ref.:2000kW,
2017-01-04 21:22:31+00:00,,T06,External power ref.:2000kW,
2017-01-04 21:52:30+00:00,,T06,External power ref.:2000kW,
2017-01-04 22:22:30+00:00,,T06,External power ref.:2000kW,
2017-01-04 23:14:24+00:00,,T06,Generator 1 in,
2017-01-04 23:14:39+00:00,,T06,External power ref.:2000kW,
2017-01-05 00:13:51+00:00,,T06,"Gen. ext. vent. 0, temp: 34Â°C",
2017-01-05 00:13:51+00:00,,T06,"Gen. int. vent. 0, temp: 34Â°C",
2017-01-05 02:26:14+00:00,,T06,Generator 1 in,
2017-01-05 02:26:33+00:00,,T06,External power ref.:2000kW,
2017-01-05 02:48:29+00:00,,T06,Generator 1 in,
2017-01-05 02:48:47+00:00,,T06,External power ref.:2000kW,
2017-01-05 05:43:20+00:00,,T06,Generator 1 in,
2017-01-05 05:43:32+00:00,,T06,External power ref.:2000kW,
2017-01-05 06:13:32+00:00,,T06,External power ref.:2000kW,
2017-01-05 06:34:57+00:00,,T06,"Gen. ext. vent. 1, temp: 50Â°C",
2017-01-05 06:34:57+00:00,,T06,"Gen. int. vent. 1, temp: 50Â°C",
2017-01-05 06:43:32+00:00,,T06,External power ref.:2000kW,
2017-01-05 07:08:06+00:00,,T06,Generator 1 in,
2017-01-05 07:08:14+00:00,,T06,External power ref.:2000kW,
2017-01-05 07:26:21+00:00,,T06,Generator 1 in,
2017-01-05 07:26:41+00:00,,T06,External power ref.:2000kW,
2017-01-05 07:36:47+00:00,,T06,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-05 07:37:11+00:00,,T06,Yawcontr. from:30010 to:30011,
2017-01-05 07:44:32+00:00,,T06,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-05 07:54:27+00:00,,T06,Generator 1 in,
2017-01-05 07:54:44+00:00,,T06,External power ref.:2000kW,
2017-01-05 08:02:32+00:00,,T06,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-05 08:21:12+00:00,,T06,"Gen. ext. vent. 0, temp: 34Â°C",
2017-01-05 08:21:12+00:00,,T06,"Gen. int. vent. 0, temp: 34Â°C",
2017-01-05 08:58:55+00:00,,T06,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-05 10:37:32+00:00,,T06,Generator 1 in,
2017-01-05 10:37:52+00:00,,T06,External power ref.:2000kW,
2017-01-05 11:07:51+00:00,,T06,Generator 1 in,
2017-01-05 11:08:06+00:00,,T06,External power ref.:2000kW,
2017-01-05 11:15:21+00:00,,T06,Generator 1 in,
2017-01-05 11:15:42+00:00,,T06,External power ref.:2000kW,
2017-01-05 11:45:41+00:00,,T06,External power ref.:2000kW,
2017-01-05 12:12:40+00:00,,T06,"Gen. ext. vent. 1, temp: 50Â°C",
2017-01-05 12:12:40+00:00,,T06,"Gen. int. vent. 1, temp: 50Â°C",
2017-01-05 12:15:41+00:00,,T06,External power ref.:2000kW,
2017-01-05 12:40:09+00:00,,T06,Generator 1 in,
2017-01-05 12:45:41+00:00,,T06,External power ref.:2000kW,
2017-01-05 13:11:26+00:00,,T06,Generator 1 in,
2017-01-05 13:11:43+00:00,,T06,External power ref.:2000kW,
2017-01-05 13:41:42+00:00,,T06,External power ref.:2000kW,
2017-01-05 14:11:42+00:00,,T06,External power ref.:2000kW,
2017-01-05 14:41:42+00:00,,T06,External power ref.:2000kW,
2017-01-05 15:09:09+00:00,,T06,"Nac.vent.2, nac/gear: 30/ 44Â°C",
2017-01-05 15:11:42+00:00,,T06,External power ref.:2000kW,
2017-01-05 15:41:41+00:00,,T06,External power ref.:2000kW,
2017-01-05 16:11:41+00:00,,T06,External power ref.:2000kW,
2017-01-05 16:41:41+00:00,,T06,External power ref.:2000kW,
2017-01-05 17:11:41+00:00,,T06,External power ref.:2000kW,
2017-01-05 17:41:40+00:00,,T06,External power ref.:2000kW,
2017-01-05 18:11:40+00:00,,T06,External power ref.:2000kW,
2017-01-05 18:41:40+00:00,,T06,External power ref.:2000kW,
2017-01-05 19:11:40+00:00,,T06,External power ref.:2000kW,
2017-01-05 19:41:39+00:00,,T06,External power ref.:2000kW,
2017-01-05 20:11:39+00:00,,T06,External power ref.:2000kW,
2017-01-05 20:41:39+00:00,,T06,External power ref.:2000kW,
2017-01-05 21:11:39+00:00,,T06,External power ref.:2000kW,
2017-01-05 21:41:38+00:00,,T06,External power ref.:2000kW,
2017-01-05 22:00:24+00:00,,T06,Generator 1 in,
2017-01-05 22:00:42+00:00,,T06,External power ref.:2000kW,
2017-01-05 22:43:46+00:00,,T06,Generator 1 in,
2017-01-05 22:44:01+00:00,,T06,External power ref.:2000kW,
2017-01-05 22:57:36+00:00,,T06,Generator 1 in,
2017-01-05 22:57:45+00:00,,T06,External power ref.:2000kW,
2017-01-05 23:51:26+00:00,,T06,"Nac.vent.1, nac/gear: 24/ 40Â°C",
2017-01-05 23:53:56+00:00,,T06,"Gen. int. vent. 0, temp: 34Â°C",
2017-01-05 23:53:56+00:00,,T06,"Gen. ext. vent. 0, temp: 34Â°C",
2017-01-06 00:26:59+00:00,,T06,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-06 00:31:09+00:00,,T06,Generator 1 in,
2017-01-06 00:31:27+00:00,,T06,External power ref.:2000kW,
2017-01-06 01:01:27+00:00,,T06,External power ref.:2000kW,
2017-01-06 02:16:03+00:00,,T06,Generator 1 in,
2017-01-06 02:16:23+00:00,,T06,External power ref.:2000kW,
2017-01-06 02:46:22+00:00,,T06,External power ref.:2000kW,
2017-01-06 02:46:34+00:00,,T06,"Gen. ext. vent. 1, temp: 50Â°C",
2017-01-06 02:46:34+00:00,,T06,"Gen. int. vent. 1, temp: 50Â°C",
2017-01-06 03:16:22+00:00,,T06,External power ref.:2000kW,
2017-01-06 03:46:22+00:00,,T06,External power ref.:2000kW,
2017-01-06 04:16:22+00:00,,T06,External power ref.:2000kW,
2017-01-06 04:46:21+00:00,,T06,External power ref.:2000kW,
2017-01-06 05:16:21+00:00,,T06,External power ref.:2000kW,
2017-01-06 05:46:21+00:00,,T06,External power ref.:2000kW,
2017-01-06 06:16:21+00:00,,T06,External power ref.:2000kW,
2017-01-06 06:46:20+00:00,,T06,External power ref.:2000kW,
2017-01-06 07:16:20+00:00,,T06,External power ref.:2000kW,
2017-01-06 07:46:20+00:00,,T06,External power ref.:2000kW,
2017-01-06 08:10:44+00:00,,T06,"Gen. ext. vent. 2, temp: 65Â°C",
2017-01-06 08:16:20+00:00,,T06,External power ref.:2000kW,
2017-01-06 08:28:10+00:00,,T06,"Gen. int. vent. 2, temp: 70Â°C",
2017-01-06 08:46:19+00:00,,T06,External power ref.:2000kW,
2017-01-06 09:16:19+00:00,,T06,External power ref.:2000kW,
2017-01-06 09:46:19+00:00,,T06,External power ref.:2000kW,
2017-01-06 10:16:19+00:00,,T06,External power ref.:2000kW,
2017-01-06 10:46:18+00:00,,T06,External power ref.:2000kW,
2017-01-06 11:16:18+00:00,,T06,External power ref.:2000kW,
2017-01-06 11:33:24+00:00,,T06,"GearoilCooler 2, gear:  57Â°C",
2017-01-06 11:46:18+00:00,,T06,External power ref.:2000kW,
2017-01-06 11:51:21+00:00,,T06,"Nac.vent.2, nac/gear: 30/ 58Â°C",
2017-01-06 12:16:18+00:00,,T06,External power ref.:2000kW,
2017-01-06 12:17:10+00:00,,T06,"HV Trafo. vent. 1, temp:  2Â°C",
2017-01-06 12:46:17+00:00,,T06,External power ref.:2000kW,
2017-01-06 13:16:17+00:00,,T06,External power ref.:2000kW,
2017-01-06 13:32:33+00:00,,T06,"HV Trafo. vent. 0, temp:  2Â°C",
2017-01-06 13:46:17+00:00,,T06,External power ref.:2000kW,
2017-01-06 14:10:36+00:00,,T06,"HV Trafo. vent. 1, temp:  2Â°C",
2017-01-06 14:16:17+00:00,,T06,External power ref.:2000kW,
2017-01-06 14:46:17+00:00,,T06,External power ref.:2000kW,
2017-01-06 15:16:17+00:00,,T06,External power ref.:2000kW,
2017-01-06 15:46:16+00:00,,T06,External power ref.:2000kW,
2017-01-06 16:16:16+00:00,,T06,External power ref.:2000kW,
2017-01-06 16:46:16+00:00,,T06,External power ref.:2000kW,
2017-01-06 17:16:16+00:00,,T06,External power ref.:2000kW,
2017-01-06 17:46:15+00:00,,T06,External power ref.:2000kW,
2017-01-06 17:56:59+00:00,,T06,"HV Trafo. vent. 0, temp:  2Â°C",
2017-01-06 18:16:15+00:00,,T06,External power ref.:2000kW,
2017-01-06 18:46:14+00:00,,T06,External power ref.:2000kW,
2017-01-06 18:49:24+00:00,,T06,"HV Trafo. vent. 1, temp:  2Â°C",
2017-01-06 19:16:14+00:00,,T06,External power ref.:2000kW,
2017-01-06 19:46:14+00:00,,T06,External power ref.:2000kW,
2017-01-06 20:16:14+00:00,,T06,External power ref.:2000kW,
2017-01-06 20:46:13+00:00,,T06,External power ref.:2000kW,
2017-01-06 21:16:13+00:00,,T06,External power ref.:2000kW,
2017-01-06 21:46:13+00:00,,T06,External power ref.:2000kW,
2017-01-06 22:16:13+00:00,,T06,External power ref.:2000kW,
2017-01-06 22:20:27+00:00,,T06,"HV Trafo. vent. 0, temp:  2Â°C",
2017-01-06 22:46:13+00:00,,T06,External power ref.:2000kW,
2017-01-06 23:16:12+00:00,,T06,External power ref.:2000kW,
2017-01-06 23:29:49+00:00,,T06,"GearoilCooler 1, gear:  49Â°C",
2017-01-06 23:46:12+00:00,,T06,External power ref.:2000kW,
2017-01-07 00:16:12+00:00,,T06,External power ref.:2000kW,
2017-01-07 00:41:30+00:00,,T06,"GearoilCooler 2, gear:  57Â°C",
2017-01-07 00:46:12+00:00,,T06,External power ref.:2000kW,
2017-01-07 01:16:11+00:00,,T06,External power ref.:2000kW,
2017-01-07 01:33:29+00:00,,T06,"HV Trafo. vent. 1, temp:  2Â°C",
2017-01-07 01:46:11+00:00,,T06,External power ref.:2000kW,
2017-01-07 02:16:11+00:00,,T06,External power ref.:2000kW,
2017-01-07 02:46:10+00:00,,T06,External power ref.:2000kW,
2017-01-07 03:16:10+00:00,,T06,External power ref.:2000kW,
2017-01-07 03:46:10+00:00,,T06,External power ref.:2000kW,
2017-01-07 04:11:11+00:00,,T06,"HV Trafo. vent. 0, temp:  2Â°C",
2017-01-07 04:16:10+00:00,,T06,External power ref.:2000kW,
2017-01-07 04:38:17+00:00,,T06,"GearoilCooler 1, gear:  49Â°C",
2017-01-07 04:46:09+00:00,,T06,External power ref.:2000kW,
2017-01-07 05:16:09+00:00,,T06,External power ref.:2000kW,
2017-01-07 05:46:09+00:00,,T06,External power ref.:2000kW,
2017-01-07 06:16:08+00:00,,T06,External power ref.:2000kW,
2017-01-07 06:33:55+00:00,,T06,"GearoilCooler 2, gear:  57Â°C",
2017-01-07 06:46:08+00:00,,T06,External power ref.:2000kW,
2017-01-07 07:16:08+00:00,,T06,External power ref.:2000kW,
2017-01-07 07:20:51+00:00,,T06,"GearoilCooler 1, gear:  49Â°C",
2017-01-07 07:46:08+00:00,,T06,External power ref.:2000kW,
2017-01-07 08:16:08+00:00,,T06,External power ref.:2000kW,
2017-01-07 08:46:08+00:00,,T06,External power ref.:2000kW,
2017-01-07 09:16:07+00:00,,T06,External power ref.:2000kW,
2017-01-07 09:46:07+00:00,,T06,External power ref.:2000kW,
2017-01-07 10:16:07+00:00,,T06,External power ref.:2000kW,
2017-01-07 10:46:07+00:00,,T06,External power ref.:2000kW,
2017-01-07 11:16:06+00:00,,T06,External power ref.:2000kW,
2017-01-07 11:46:06+00:00,,T06,External power ref.:2000kW,
2017-01-07 11:59:31+00:00,,T06,"GearoilCooler 2, gear:  57Â°C",
2017-01-07 12:16:06+00:00,,T06,External power ref.:2000kW,
2017-01-07 12:46:06+00:00,,T06,External power ref.:2000kW,
2017-01-07 13:16:05+00:00,,T06,External power ref.:2000kW,
2017-01-07 13:26:46+00:00,,T06,"GearoilCooler 1, gear:  49Â°C",
2017-01-07 13:46:05+00:00,,T06,External power ref.:2000kW,
2017-01-07 14:00:40+00:00,,T06,"GearoilCooler 2, gear:  57Â°C",
2017-01-07 14:07:19+00:00,,T06,"HV Trafo. vent. 1, temp:  2Â°C",
2017-01-07 14:16:05+00:00,,T06,External power ref.:2000kW,
2017-01-07 14:46:05+00:00,,T06,External power ref.:2000kW,
2017-01-07 15:16:04+00:00,,T06,External power ref.:2000kW,
2017-01-07 15:22:40+00:00,,T06,"HV Trafo. vent. 0, temp:  2Â°C",
2017-01-07 15:46:04+00:00,,T06,External power ref.:2000kW,
2017-01-07 16:10:56+00:00,,T06,"GearoilCooler 1, gear:  49Â°C",
2017-01-07 16:16:04+00:00,,T06,External power ref.:2000kW,
2017-01-07 16:46:04+00:00,,T06,External power ref.:2000kW,
2017-01-07 16:57:33+00:00,,T06,"GearoilCooler 2, gear:  57Â°C",
